VELOCITY:     AVE_POFV:        ERROR:
         0.4       0.662     1.03635    0.102384
    0.666667       1.866     3.31708      0.2121
    0.933333       5.933     4.88084    0.232449
         1.2       5.799     6.60682    0.307444
     1.46667       7.712     8.71029    0.271623
     1.73333      13.739     10.5197    0.258113
           2       7.741     11.6938    0.338159
     2.26667      14.992     10.8708    0.289997
     2.53333      10.027     11.1937    0.358753
         2.8      12.229     9.65108    0.276746
     3.06667       9.123     8.52247    0.249961
     3.33333       5.243     6.66741    0.232014
         3.6       3.729     4.75163    0.177243
     3.86667       1.899     3.09751     0.16888
     4.13333       1.834     2.31537    0.136426
         4.4       1.353     1.50747    0.113613
     4.66667       1.993     1.04729    0.107242
     4.93333       0.535    0.526157   0.0672043
         5.2       0.713    0.334784   0.0537795
     5.46667       0.807    0.192078   0.0359742
     5.73333       0.034    0.184392   0.0427637
           6           0   0.0696863   0.0282153
     6.26667           0   0.0126667  0.00872598
     6.53333           0   0.0614314   0.0281993
         6.8           0   0.0367647    0.019413
     7.06667           0  0.00245098  0.00170336
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.171    0.189577    0.039096
         0.4       1.109     1.03775    0.100425
    0.666667       2.307     3.29765    0.208909
    0.933333       3.643     4.85704    0.229194
         1.2       6.633     6.60733    0.301532
     1.46667       9.812     8.73148    0.267224
     1.73333       11.99      10.548    0.254693
           2       8.485     11.6321    0.337239
     2.26667      15.698     10.9636    0.298909
     2.53333      10.399     11.1784    0.352179
         2.8       8.964     9.63787    0.271739
     3.06667       8.117     8.51467    0.245276
     3.33333       6.185     6.65813    0.227738
         3.6       2.583     4.70992    0.178673
     3.86667        4.78     3.12987    0.168704
     4.13333       2.564     2.32015    0.133886
         4.4        2.02     1.51733    0.111855
     4.66667       1.002     1.04642    0.105183
     4.93333       1.449    0.543904    0.068215
         5.2       0.089    0.330058   0.0529526
     5.46667           0    0.188385   0.0354715
     5.73333           0    0.180846   0.0420881
           6           0   0.0683462   0.0277045
     6.26667           0   0.0124231  0.00856157
     6.53333           0     0.06025   0.0276817
         6.8           0   0.0360577   0.0190526
     7.06667           0  0.00240385  0.00167125
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.783    0.200774   0.0399295
         0.4       1.572     1.04783   0.0990348
    0.666667       2.126     3.27555    0.206133
    0.933333       4.791     4.85579    0.224873
         1.2       8.572      6.6444    0.298112
     1.46667       9.924     8.75398    0.263128
     1.73333       10.45     10.5462    0.249895
           2      11.599     11.6315    0.330877
     2.26667      14.666     11.0335    0.301322
     2.53333       7.841     11.1155    0.351119
         2.8       5.468     9.55919    0.277768
     3.06667       6.152     8.47009    0.244666
     3.33333       6.352     6.65236    0.223514
         3.6       2.127     4.66119    0.181827
     3.86667       6.397     3.19151    0.176424
     4.13333       4.689     2.36485     0.13862
         4.4       3.073     1.54668     0.11353
     4.66667       0.298      1.0323    0.104142
     4.93333       0.858     0.54983   0.0671848
         5.2       0.235    0.328264   0.0519839
     5.46667       0.027     0.18534   0.0349327
     5.73333           0    0.177434    0.041432
           6           0   0.0670566   0.0272118
     6.26667           0   0.0121887  0.00840324
     6.53333           0   0.0591132   0.0271827
         6.8           0   0.0353774   0.0187052
     7.06667           0  0.00235849  0.00164034
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.083    0.198593   0.0392495
         0.4       1.394     1.05424   0.0974081
    0.666667       1.651     3.24546      0.2045
    0.933333       4.679     4.85252    0.220733
         1.2       8.816     6.68461    0.295292
     1.46667       6.603     8.71415    0.261253
     1.73333       11.66     10.5668    0.246117
           2      10.605     11.6125    0.325295
     2.26667      14.472     11.0971    0.302395
     2.53333      11.022     11.1137    0.344621
         2.8        7.61     9.52309     0.27496
     3.06667       6.972     8.44235    0.241703
     3.33333       3.503     6.59404    0.226856
         3.6       5.341     4.67378    0.178895
     3.86667        7.09      3.2637    0.187346
     4.13333       3.194      2.3802      0.1369
         4.4       1.446     1.54481    0.111443
     4.66667       0.974     1.03122    0.102219
     4.93333       0.613       0.551   0.0659508
         5.2       0.272    0.327222   0.0510316
     5.46667           0    0.181907    0.034454
     5.73333           0    0.174148   0.0407949
           6           0   0.0658148   0.0267362
     6.26667           0    0.011963  0.00825066
     6.53333           0   0.0580185   0.0267014
         6.8           0   0.0347222   0.0183703
     7.06667           0  0.00231481  0.00161054
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.108    0.196945   0.0385705
         0.4        1.51     1.06253   0.0959889
    0.666667       1.966      3.2222      0.2021
    0.933333        4.19     4.84047    0.217048
         1.2        9.88     6.74271    0.295583
     1.46667       7.953     8.70031    0.256869
     1.73333       9.181     10.5416    0.242928
           2      11.449     11.6095    0.319394
     2.26667      12.713     11.1265    0.298321
     2.53333       8.796     11.0716    0.340922
         2.8        8.34     9.50158    0.270801
     3.06667       9.134     8.45493    0.237635
     3.33333       6.049     6.58413    0.222948
         3.6       5.161     4.68264    0.175862
     3.86667       4.156     3.27993    0.184641
     4.13333       3.436      2.3994    0.135751
         4.4        2.09     1.55473    0.109857
     4.66667       1.431     1.03849    0.100619
     4.93333       0.457    0.549291   0.0647739
         5.2           0    0.321273   0.0504494
     5.46667           0      0.1786   0.0339859
     5.73333           0    0.170982   0.0401758
           6           0   0.0646182   0.0262768
     6.26667           0   0.0117455  0.00810351
     6.53333           0   0.0569636   0.0262367
         6.8           0   0.0340909   0.0180472
     7.06667           0  0.00227273  0.00158181
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.162    0.196321   0.0378868
         0.4        1.61      1.0723   0.0947713
    0.666667       3.184     3.22152    0.198492
    0.933333       4.577     4.83577    0.213223
         1.2       5.574     6.72184    0.291041
     1.46667      10.983     8.74107    0.255496
     1.73333       9.998     10.5319    0.238784
           2       9.397       11.57    0.316125
     2.26667      13.019     11.1603    0.294902
     2.53333       10.55     11.0623    0.334961
         2.8       7.035     9.45754    0.269523
     3.06667       7.966      8.4462    0.233552
     3.33333       8.424     6.61698    0.221374
         3.6       4.214     4.67427     0.17292
     3.86667       4.125     3.29502     0.18196
     4.13333        3.86     2.42548    0.135809
         4.4       2.785      1.5767     0.11007
     4.66667       0.123     1.02214    0.100141
     4.93333       0.202    0.543089   0.0639134
         5.2        0.15    0.318214   0.0496412
     5.46667       0.062    0.176518   0.0334427
     5.73333           0    0.167929   0.0395742
           6           0   0.0634643   0.0258329
     6.26667           0   0.0115357  0.00796152
     6.53333           0   0.0559464   0.0257879
         6.8           0   0.0334821   0.0177352
     7.06667           0  0.00223214  0.00155408
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.002    0.192912   0.0373751
         0.4       1.026     1.07149   0.0931121
    0.666667       2.393     3.20698    0.195542
    0.933333       6.197     4.85965    0.210816
         1.2       5.959     6.70846    0.286242
     1.46667       9.443     8.75339     0.25131
     1.73333       9.441     10.5127    0.235361
           2      11.541     11.5695    0.310579
     2.26667      11.762     11.1709    0.289917
     2.53333      11.566     11.0711    0.329201
         2.8      10.416     9.47435    0.265319
     3.06667       5.866     8.40093      0.2338
     3.33333       7.853     6.63867     0.21855
         3.6       5.158     4.68275    0.170095
     3.86667       3.158     3.29261    0.178783
     4.13333        2.62     2.42889    0.133469
         4.4       2.019     1.58446    0.108412
     4.66667       0.409     1.01139   0.0989605
     4.93333        0.45    0.541456    0.062813
         5.2        0.23    0.316667   0.0487944
     5.46667       0.219    0.177263   0.0328643
     5.73333       0.019    0.165316   0.0389661
           6       0.221   0.0662281   0.0255271
     6.26667       0.032   0.0118947  0.00782994
     6.53333           0   0.0549649   0.0253542
         6.8           0   0.0328947   0.0174337
     7.06667           0  0.00219298  0.00152731
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.092    0.191172   0.0367712
         0.4       0.676     1.06467   0.0917561
    0.666667       2.023     3.18657    0.193233
    0.933333       5.445     4.86974    0.207422
         1.2       6.885      6.7115    0.281323
     1.46667       8.369     8.74676    0.247064
     1.73333      10.685     10.5157    0.231321
           2      14.596     11.6217    0.309577
     2.26667      11.817      11.182    0.285132
     2.53333      12.632      11.098    0.324623
         2.8       8.354     9.45503    0.261447
     3.06667       6.184     8.36271    0.232872
     3.33333       3.663     6.58736    0.220722
         3.6       6.111     4.70738    0.168935
     3.86667       3.392     3.29433    0.175709
     4.13333       3.425     2.44607    0.132268
         4.4       1.476     1.58259    0.106559
     4.66667       0.306    0.999224   0.0979987
     4.93333        0.48    0.540397   0.0617389
         5.2       1.009    0.328603   0.0493916
     5.46667       0.328    0.179862   0.0324003
     5.73333       0.052    0.163362   0.0383432
           6           0   0.0650862   0.0251125
     6.26667           0   0.0116897  0.00769762
     6.53333           0   0.0540172   0.0249348
         6.8           0   0.0323276   0.0171424
     7.06667           0  0.00215517  0.00150145
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0    0.187932   0.0362905
         0.4       0.026     1.04707   0.0918742
    0.666667       2.068     3.16761    0.190885
    0.933333       3.535     4.84712    0.205137
         1.2       5.434     6.68985    0.277387
     1.46667      14.268     8.84034    0.259996
     1.73333      11.546     10.5332    0.228059
           2      12.454     11.6358    0.304651
     2.26667          12     11.1959    0.280636
     2.53333       8.152     11.0481    0.322939
         2.8        8.07     9.43156    0.258067
     3.06667       6.977     8.33922    0.230107
     3.33333        5.28      6.5652     0.21809
         3.6       7.304     4.75139    0.171709
     3.86667       5.973     3.33973      0.1785
     4.13333       2.321     2.44395    0.130043
         4.4       0.902     1.57105    0.105375
     4.66667       0.734    0.994729   0.0964408
     4.93333       0.415    0.538271   0.0607291
         5.2       0.477    0.331119   0.0486184
     5.46667       0.064    0.177898   0.0319106
     5.73333           0    0.160593   0.0377932
           6           0   0.0639831   0.0247111
     6.26667           0   0.0114915   0.0075697
     6.53333           0   0.0531017   0.0245289
         6.8           0   0.0317797   0.0168606
     7.06667           0  0.00211864  0.00147644
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0      0.1848   0.0358205
         0.4       0.087     1.03107   0.0917258
    0.666667        0.68     3.12615    0.192154
    0.933333       2.465     4.80742    0.205524
         1.2       6.296     6.68328    0.272841
     1.46667       9.984      8.8594    0.256361
     1.73333      15.329     10.6131    0.237853
           2       12.85      11.656    0.300245
     2.26667      15.316     11.2645    0.284236
     2.53333      11.045      11.048    0.317556
         2.8       6.483     9.38242    0.258403
     3.06667       5.342     8.28927     0.23163
     3.33333       2.522     6.49782    0.224625
         3.6       6.236     4.77613    0.170621
     3.86667       7.657     3.41168    0.189474
     4.13333       2.545     2.44563    0.127887
         4.4       1.653     1.57242    0.103628
     4.66667       1.111    0.996667   0.0948529
     4.93333       0.346    0.535067   0.0598014
         5.2       0.053    0.326483   0.0480286
     5.46667           0    0.174933   0.0315162
     5.73333           0    0.157917    0.037258
           6           0   0.0629167   0.0243223
     6.26667           0      0.0113  0.00744596
     6.53333           0   0.0522167   0.0241361
         6.8           0     0.03125   0.0165879
     7.06667           0  0.00208333  0.00145226
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.246    0.185803   0.0352474
         0.4       1.766     1.04311   0.0910099
    0.666667       1.723     3.10315    0.190376
    0.933333       3.175     4.78066    0.203889
         1.2       9.899       6.736    0.273414
     1.46667       9.257     8.86592    0.252241
     1.73333      11.646       10.63    0.234556
           2      10.359     11.6348    0.296075
     2.26667      10.564      11.253    0.279809
     2.53333      11.085     11.0486    0.312351
         2.8       6.207     9.33036    0.259357
     3.06667       9.639     8.31139    0.228888
     3.33333       6.626     6.49992    0.220952
         3.6       4.022     4.76377    0.168271
     3.86667       5.162     3.44038    0.188528
     4.13333        3.44     2.46193    0.126825
         4.4       2.177     1.58233    0.102402
     4.66667       0.935    0.995656   0.0933033
     4.93333       0.072    0.527475   0.0593009
         5.2           0    0.321131   0.0475385
     5.46667           0    0.172066   0.0311297
     5.73333           0    0.155328    0.036737
           6           0   0.0618852   0.0239454
     6.26667           0   0.0111148   0.0073262
     6.53333           0   0.0513607   0.0237556
         6.8           0   0.0307377   0.0163239
     7.06667           0  0.00204918  0.00142885
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0    0.182806    0.034806
         0.4       0.183     1.02924   0.0905932
    0.666667       3.312     3.10652    0.187335
    0.933333       5.364     4.79006    0.200818
         1.2       8.615     6.76631    0.270679
     1.46667      10.292     8.88892    0.249219
     1.73333       9.229     10.6074    0.231858
           2      10.386     11.6146    0.291984
     2.26667      12.091     11.2666    0.275622
     2.53333      11.339     11.0533    0.307348
         2.8       6.216     9.28013    0.259993
     3.06667       9.443     8.32965    0.225922
     3.33333       6.888     6.50618    0.217477
         3.6       2.883     4.73344    0.168269
     3.86667       4.861     3.46329    0.186874
     4.13333       3.195     2.47376     0.12533
         4.4       1.293     1.57766    0.100857
     4.66667       1.886     1.01002   0.0928969
     4.93333       0.303    0.523855   0.0584549
         5.2       0.074    0.317145   0.0469386
     5.46667       0.039    0.169919   0.0307015
     5.73333       0.108    0.154565   0.0361524
           6           0   0.0608871     0.02358
     6.26667           0   0.0109355  0.00721023
     6.53333           0   0.0505323   0.0233869
         6.8           0   0.0302419   0.0160681
     7.06667           0  0.00201613  0.00140619
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0    0.179905   0.0343743
         0.4       0.316     1.01792   0.0898598
    0.666667       2.668     3.09956    0.184491
    0.933333       6.324     4.81441    0.199101
         1.2       6.854      6.7677    0.266386
     1.46667       9.225     8.89425     0.24532
     1.73333      13.093     10.6469     0.23151
           2       11.67     11.6155     0.28735
     2.26667      13.528     11.3025    0.273574
     2.53333       8.502     11.0128    0.305126
         2.8       5.684     9.22305    0.262057
     3.06667       6.141      8.2949    0.224992
     3.33333       6.047     6.49889    0.214147
         3.6       5.304     4.74249    0.165842
     3.86667       4.085     3.47316    0.184168
     4.13333       2.521     2.47451    0.123342
         4.4       3.383     1.60632    0.103247
     4.66667       1.491     1.01765   0.0917356
     4.93333       0.823    0.528603   0.0577196
         5.2       0.341    0.317524   0.0461951
     5.46667           0    0.167222   0.0303325
     5.73333           0    0.152111   0.0356617
           6           0   0.0599206   0.0232255
     6.26667           0   0.0107619  0.00709787
     6.53333           0   0.0497302   0.0230294
         6.8           0   0.0297619   0.0158202
     7.06667           0  0.00198413  0.00138423
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.249    0.180984   0.0338541
         0.4       2.147     1.03556   0.0901709
    0.666667       4.179     3.11642    0.182377
    0.933333        7.68     4.85919    0.200961
         1.2       5.409     6.74647    0.263068
     1.46667       7.102     8.86625     0.24308
     1.73333      11.257     10.6564    0.228089
           2      11.391      11.612    0.282882
     2.26667      11.121     11.2996    0.269314
     2.53333       8.079      10.967    0.303783
         2.8       9.026     9.21997     0.25798
     3.06667       7.391     8.28078    0.221919
     3.33333       5.755     6.48727    0.211116
         3.6       4.175     4.73362    0.163487
     3.86667       5.429     3.50372    0.183809
     4.13333       4.263     2.50245    0.124541
         4.4       1.716     1.60803    0.101648
     4.66667       0.735     1.01323   0.0904085
     4.93333       0.586      0.5295   0.0568247
         5.2       0.013    0.312766   0.0457176
     5.46667       0.165    0.167187   0.0298585
     5.73333       0.132    0.151797   0.0351059
           6           0   0.0589844   0.0228815
     6.26667           0   0.0105938  0.00698896
     6.53333           0   0.0489531   0.0226827
         6.8           0   0.0292969   0.0155799
     7.06667           0  0.00195312  0.00136295
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       1.107    0.195231    0.036207
         0.4       1.871     1.04842    0.089695
    0.666667       3.227     3.11812    0.179579
    0.933333       6.707     4.88762     0.19987
         1.2       5.217     6.72294    0.260071
     1.46667       6.225     8.82562    0.242713
     1.73333       10.26     10.6503    0.224662
           2      12.273     11.6222    0.278713
     2.26667      11.174     11.2977    0.265178
     2.53333      10.609     10.9615    0.299159
         2.8       8.883     9.21478    0.254064
     3.06667      10.033     8.30774    0.220136
     3.33333       6.698     6.49051    0.207893
         3.6       3.498     4.71462    0.162073
     3.86667        3.99      3.5112    0.181133
     4.13333       2.966     2.50958    0.122829
         4.4       1.241     1.60238     0.10024
     4.66667       0.309      1.0024   0.0896644
     4.93333       0.089    0.522723   0.0563531
         5.2       0.623    0.317538   0.0452628
     5.46667           1        0.18   0.0320304
     5.73333           0    0.149462   0.0346434
           6           0   0.0580769   0.0225474
     6.26667           0   0.0104308  0.00688334
     6.53333           0      0.0482   0.0223462
         6.8           0   0.0288462   0.0153467
     7.06667           0  0.00192308  0.00134231
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.017     0.19253    0.035759
         0.4       1.986     1.06262   0.0894539
    0.666667       3.504     3.12397    0.176954
    0.933333         7.2     4.92265    0.199889
         1.2       6.602     6.72111    0.256137
     1.46667       5.499     8.77521    0.244213
     1.73333       10.79     10.6524    0.221268
           2       9.751     11.5938    0.275928
     2.26667      11.027     11.2936    0.261192
     2.53333       10.77     10.9586     0.29464
         2.8      12.963     9.27158    0.256483
     3.06667      11.897     8.36212    0.223417
     3.33333        3.44     6.44429    0.209818
         3.6        3.66     4.69864    0.160404
     3.86667       2.399     3.49435    0.179171
     4.13333       1.308     2.49138    0.122309
         4.4       1.667     1.60336   0.0987264
     4.66667       1.399     1.00841    0.088507
     4.93333       0.379    0.520545   0.0555413
         5.2       0.877    0.326015   0.0453638
     5.46667       0.726    0.188273   0.0325959
     5.73333       0.139    0.149303   0.0341188
           6           0    0.057197    0.022223
     6.26667           0   0.0102727  0.00678086
     6.53333           0   0.0474697   0.0220196
         6.8           0   0.0284091   0.0151204
     7.06667           0  0.00189394  0.00132229
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       1.531    0.212507   0.0404221
         0.4       2.343     1.08173   0.0901369
    0.666667       2.265     3.11115    0.174776
    0.933333       8.511     4.97621    0.203954
         1.2       5.407     6.70149    0.253064
     1.46667       9.054     8.77937    0.240604
     1.73333      10.157      10.645    0.218089
           2      10.923     11.5838    0.271991
     2.26667       6.685     11.2248    0.266197
     2.53333       9.835     10.9418    0.290719
         2.8        9.49     9.27484    0.252675
     3.06667       12.14     8.41851    0.227086
     3.33333       6.625     6.44699    0.206704
         3.6       2.169     4.66088    0.162392
     3.86667       3.034     3.48748    0.176628
     4.13333       2.802     2.49601    0.120572
         4.4       1.877     1.60745   0.0973373
     4.66667       1.112     1.00996   0.0871995
     4.93333        0.04    0.513373   0.0551735
         5.2       0.363    0.326567     0.04469
     5.46667       1.511    0.208015   0.0376158
     5.73333       0.126    0.148955   0.0336114
           6           0   0.0563433   0.0219077
     6.26667           0   0.0101194  0.00668139
     6.53333           0   0.0467612   0.0217023
         6.8           0   0.0279851   0.0149007
     7.06667           0  0.00186567  0.00130286
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.021    0.209691   0.0399257
         0.4       1.191     1.08334   0.0888257
    0.666667       3.789     3.12112     0.17249
    0.933333       7.411     5.01201    0.204074
         1.2       6.094     6.69256      0.2495
     1.46667       8.367     8.77331    0.237142
     1.73333      12.319     10.6697    0.216266
           2       8.668     11.5409     0.27135
     2.26667       7.945     11.1766    0.266616
     2.53333      12.169     10.9599    0.287004
         2.8       9.227     9.27413    0.248961
     3.06667      11.339     8.46146    0.227772
     3.33333       6.394     6.44621    0.203666
         3.6       2.348     4.62687    0.163527
     3.86667       2.321     3.47032    0.174862
     4.13333       3.228     2.50678    0.119278
         4.4       3.616     1.63699    0.100287
     4.66667       0.715     1.00562   0.0860249
     4.93333       0.053    0.506603   0.0547759
         5.2        0.42    0.327941    0.044054
     5.46667       0.365    0.210324   0.0371334
     5.73333           0    0.146765   0.0331884
           6           0   0.0555147   0.0216012
     6.26667           0  0.00997059  0.00658479
     6.53333           0   0.0460735    0.021394
         6.8           0   0.0275735   0.0146872
     7.06667           0  0.00183824  0.00128399
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0    0.206652   0.0394625
         0.4       1.147     1.08426   0.0875431
    0.666667       3.577     3.12772    0.170117
    0.933333       5.082     5.01303    0.201119
         1.2       6.722     6.69299    0.245884
     1.46667      11.479     8.81252    0.236925
     1.73333        8.75     10.6418    0.214914
           2       8.872     11.5022     0.27016
     2.26667       8.705     11.1408    0.265147
     2.53333      11.501     10.9677    0.282951
         2.8       9.927     9.28359    0.245532
     3.06667       9.702     8.47943    0.225179
     3.33333       7.545     6.46213    0.201336
         3.6       3.245     4.60684    0.162379
     3.86667       4.757     3.48897    0.173319
     4.13333       4.737      2.5391     0.12185
         4.4        2.24     1.64572   0.0992141
     4.66667       0.012    0.991217    0.085975
     4.93333           0    0.499261   0.0544719
         5.2           0    0.323188   0.0436711
     5.46667           0    0.207275   0.0367202
     5.73333           0    0.144638   0.0327755
           6           0   0.0547101   0.0213031
     6.26667           0  0.00982609  0.00649094
     6.53333           0   0.0454058   0.0210944
         6.8           0   0.0271739   0.0144798
     7.06667           0  0.00181159  0.00126565
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333           0      0.2037    0.039009
         0.4       1.507      1.0903   0.0865006
    0.666667       5.911     3.16749    0.172271
    0.933333       4.692     5.00844    0.198298
         1.2       6.043      6.6837    0.242547
     1.46667      11.254      8.8474    0.236093
     1.73333       5.598     10.5698    0.223597
           2      10.674     11.4904     0.26656
     2.26667       8.334     11.1007    0.264374
     2.53333      12.528       10.99    0.279786
         2.8       8.959     9.27896    0.242068
     3.06667       8.191     8.47531       0.222
     3.33333       7.427     6.47591    0.198931
         3.6       6.661     4.63619    0.162689
     3.86667       3.376     3.48736    0.170851
     4.13333       4.259     2.56367    0.122562
         4.4       0.425     1.62829   0.0993175
     4.66667       1.592      0.9998   0.0851741
     4.93333       0.569    0.500257   0.0537028
         5.2           0    0.318571   0.0432906
     5.46667           0    0.204314   0.0363148
     5.73333           0    0.142571   0.0323723
           6           0   0.0539286   0.0210131
     6.26667           0  0.00968571  0.00639973
     6.53333           0   0.0447571    0.020803
         6.8           0   0.0267857   0.0142781
     7.06667           0  0.00178571  0.00124784
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.106    0.202324   0.0384839
         0.4       1.065     1.08994    0.085283
    0.666667       5.117     3.19494    0.172018
    0.933333        4.94     5.00748    0.195507
         1.2        5.14     6.66196    0.240103
     1.46667       7.703     8.83128    0.233318
     1.73333      10.878     10.5741     0.22049
           2      10.412     11.4752    0.263238
     2.26667      11.472     11.1059    0.260702
     2.53333       8.958     10.9614    0.277305
         2.8       8.009     9.26107    0.239319
     3.06667       8.871     8.48089    0.218943
     3.33333      10.274     6.52941    0.203194
         3.6       7.281     4.67344    0.164607
     3.86667       2.406     3.47213    0.169122
     4.13333       3.276      2.5737    0.121245
         4.4       1.368     1.62462   0.0979863
     4.66667       0.514    0.992958   0.0842489
     4.93333       0.101    0.494634   0.0532401
         5.2       0.109     0.31562   0.0427814
     5.46667           0    0.201437   0.0359171
     5.73333           0    0.140563   0.0319786
           6           0    0.053169   0.0207308
     6.26667           0   0.0095493  0.00631105
     6.53333           0   0.0441268   0.0205196
         6.8           0   0.0264085    0.014082
     7.06667           0  0.00176056  0.00123052
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.016    0.199736   0.0380363
         0.4       1.541     1.09621   0.0843283
    0.666667       2.932     3.19129    0.169668
    0.933333       3.303     4.98381     0.19422
         1.2       7.351     6.67153    0.236959
     1.46667       9.653     8.84269    0.230356
     1.73333      10.118     10.5678    0.217519
           2          10     11.4547    0.260378
     2.26667      11.238     11.1077    0.257087
     2.53333      10.974     10.9615    0.273454
         2.8       6.705     9.22557    0.238614
     3.06667       6.877     8.45861    0.217033
     3.33333      13.645     6.62824    0.223115
         3.6       5.315     4.68235    0.162562
     3.86667       3.622     3.47421    0.166786
     4.13333       1.893     2.56425    0.119929
         4.4       2.139     1.63176   0.0968855
     4.66667       0.493    0.986014   0.0833644
     4.93333       0.185    0.490333    0.052674
         5.2           0    0.311236   0.0424112
     5.46667           0    0.198639   0.0355271
     5.73333           0    0.138611    0.031594
           6           0   0.0524306   0.0204561
     6.26667           0  0.00941667  0.00622479
     6.53333           0   0.0435139   0.0202437
         6.8           0   0.0260417   0.0138912
     7.06667           0  0.00173611  0.00121367
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.022    0.197301   0.0375931
         0.4       1.726     1.10484   0.0836132
    0.666667       2.839     3.18647    0.167412
    0.933333       3.744     4.96682    0.192301
         1.2       6.854     6.67403    0.233726
     1.46667       7.983     8.83092    0.227501
     1.73333       6.496      10.512    0.221575
           2      10.909     11.4472    0.256918
     2.26667      17.934     11.2012    0.270037
     2.53333      11.257     10.9656    0.269738
         2.8       7.829     9.20644    0.236111
     3.06667       9.245     8.46938    0.214327
     3.33333       6.037     6.62014    0.220205
         3.6        6.28     4.70423    0.161802
     3.86667        3.17     3.47004    0.164553
     4.13333       2.891     2.56873     0.11837
         4.4       1.967     1.63636   0.0956671
     4.66667       0.574     0.98037   0.0824133
     4.93333       0.187    0.486178   0.0521161
         5.2       0.056     0.30774   0.0419741
     5.46667           0    0.195918   0.0351445
     5.73333           0    0.136712   0.0312182
           6           0   0.0517123   0.0201884
     6.26667           0  0.00928767  0.00614085
     6.53333           0   0.0429178   0.0199752
         6.8           0   0.0256849   0.0137055
     7.06667           0  0.00171233  0.00119728
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.167    0.196892   0.0370873
         0.4         1.9     1.11558   0.0831709
    0.666667       2.685     3.17969    0.165287
    0.933333       4.134     4.95557    0.190031
         1.2       6.439     6.67085     0.23059
     1.46667       5.289     8.78305    0.229407
     1.73333       8.145       10.48    0.220877
           2      13.082     11.4693    0.254394
     2.26667      13.834     11.2368    0.268721
     2.53333      13.853     11.0046      0.2689
         2.8       9.341     9.20826    0.232927
     3.06667       9.635     8.48514    0.212009
     3.33333       5.254     6.60168    0.218002
         3.6       3.578     4.68901    0.160329
     3.86667       2.057     3.45095    0.163433
     4.13333       5.272     2.60526    0.122277
         4.4        2.46     1.64749   0.0950196
     4.66667       0.271    0.970784   0.0818552
     4.93333       0.161    0.481784   0.0515967
         5.2       0.443    0.309568   0.0414467
     5.46667           0     0.19327   0.0347691
     5.73333           0    0.134865    0.030851
           6           0   0.0510135   0.0199277
     6.26667           0  0.00916216  0.00605915
     6.53333           0   0.0423378   0.0197137
         6.8           0   0.0253378   0.0135247
     7.06667           0  0.00168919  0.00118132
     7.33333           0           0           0
         7.6           0           0           0
     7.86667           0           0           0
    0.133333       0.133     0.19604   0.0366026
         0.4       2.066     1.12825   0.0830218
    0.666667       2.079     3.16501    0.163734
    0.933333        4.44     4.94869    0.187621
         1.2       8.505     6.69531    0.228808
     1.46667       6.689     8.75513    0.228041
     1.73333      14.324     10.5313      0.2238
           2       7.094      11.411    0.257605
     2.26667      11.578     11.2414    0.265177
     2.53333       14.16     11.0467    0.268586
         2.8       9.759      9.2156    0.229937
     3.06667       8.606     8.48675    0.209188
     3.33333       5.077     6.58135    0.216041
         3.6       2.978      4.6662    0.159807
     3.86667       2.045      3.4322    0.162326
     4.13333        3.09     2.61172    0.120818
         4.4        2.39     1.65739    0.094267
     4.66667       1.534    0.978293   0.0811075
     4.93333       1.431     0.49444    0.052438
         5.2       0.022    0.305733    0.041071
     5.46667           0    0.190693   0.0344009
     5.73333           0    0.133067    0.030492
           6           0   0.0503333   0.0196736
     6.26667           0     0.00904  0.00597959
