n_block              T     sigma             mu            <H>         H_err
933 0.00022951 0.604127 0.812669 -0.443634 0.017647
934 0.000229019 0.604127 0.812669 -0.443634 0.00217628
935 0.00022853 0.604127 0.812669 -0.443634 0.0027608
936 0.000228042 0.604127 0.812669 -0.443634 0.00279915
937 0.000227556 0.604127 0.812669 -0.443634 0.00156502
938 0.000227071 0.604127 0.812669 -0.443634 0.00237294
939 0.000226588 0.604127 0.812669 -0.443634 0.00182664
940 0.000226106 0.604127 0.812669 -0.443634 0.00360067
941 0.000225626 0.604127 0.812669 -0.443634 0.00211843
942 0.000225148 0.604127 0.812669 -0.443634 0.00308679
943 0.000224671 0.604127 0.812669 -0.443634 0.0160361
944 0.000224195 0.604127 0.812669 -0.443634 0.0039703
945 0.000223721 0.604127 0.812669 -0.443634 0.00205015
946 0.000223249 0.604127 0.812669 -0.443634 0.00362087
947 0.000222778 0.604127 0.812669 -0.443634 0.00283782
948 0.000222308 0.604127 0.812669 -0.443634 0.00980683
949 0.00022184 0.604127 0.812669 -0.443634 0.0023816
950 0.000221374 0.604127 0.812669 -0.443634 0.0100505
951 0.000220909 0.604127 0.812669 -0.443634 0.00219579
952 0.000220445 0.604127 0.812669 -0.443634 0.0414403
953 0.000219983 0.604127 0.812669 -0.443634 0.00310783
954 0.000219522 0.604127 0.812669 -0.443634 0.0412835
955 0.000219063 0.604127 0.812669 -0.443634 0.00529276
956 0.000218605 0.604127 0.812669 -0.443634 0.0017141
957 0.000218149 0.604127 0.812669 -0.443634 0.0058852
958 0.000217694 0.604127 0.812669 -0.443634 0.00215733
959 0.00021724 0.604127 0.812669 -0.443634 0.00188031
960 0.000216788 0.604127 0.812669 -0.443634 0.00194857
961 0.000216337 0.604127 0.812669 -0.443634 0.0127341
962 0.000215888 0.604127 0.812669 -0.443634 0.00384494
963 0.00021544 0.604127 0.812669 -0.443634 0.00204354
964 0.000214994 0.604127 0.812669 -0.443634 0.00408615
965 0.000214549 0.604127 0.812669 -0.443634 0.00247926
966 0.000214105 0.604127 0.812669 -0.443634 0.00343656
967 0.000213662 0.604127 0.812669 -0.443634 0.00413311
968 0.000213221 0.604127 0.812669 -0.443634 0.00203151
969 0.000212782 0.604127 0.812669 -0.443634 0.00369101
970 0.000212344 0.604127 0.812669 -0.443634 0.00305914
971 0.000211907 0.604127 0.812669 -0.443634 0.00121703
972 0.000211471 0.604127 0.812669 -0.443634 0.00181706
973 0.000211037 0.604127 0.812669 -0.443634 0.00443278
974 0.000210604 0.604127 0.812669 -0.443634 0.0279001
975 0.000210172 0.604127 0.812669 -0.443634 0.00166371
976 0.000209742 0.604127 0.812669 -0.443634 0.00444632
977 0.000209313 0.604127 0.812669 -0.443634 0.00631679
978 0.000208886 0.604127 0.812669 -0.443634 0.00194575
979 0.000208459 0.604127 0.812669 -0.443634 0.0062401
980 0.000208034 0.604127 0.812669 -0.443634 0.00123007
981 0.000207611 0.604127 0.812669 -0.443634 0.00739503
982 0.000207188 0.604127 0.812669 -0.443634 0.00137769
983 0.000206767 0.604127 0.812669 -0.443634 0.00124772
984 0.000206347 0.604127 0.812669 -0.443634 0.00970028
985 0.000205929 0.604127 0.812669 -0.443634 0.00172561
986 0.000205511 0.604127 0.812669 -0.443634 0.00117522
987 0.000205095 0.604127 0.812669 -0.443634 0.00704451
988 0.000204681 0.604127 0.812669 -0.443634 0.00406548
989 0.000204267 0.604127 0.812669 -0.443634 0.00927028
990 0.000203855 0.604127 0.812669 -0.443634 0.0233166
991 0.000203444 0.604127 0.812669 -0.443634 0.00371152
992 0.000203034 0.604127 0.812669 -0.443634 0.00131245
993 0.000202626 0.604127 0.812669 -0.443634 0.00122263
994 0.000202218 0.604127 0.812669 -0.443634 0.00226161
995 0.000201812 0.604127 0.812669 -0.443634 0.0118728
996 0.000201407 0.604127 0.812669 -0.443634 0.00492924
997 0.000201004 0.604127 0.812669 -0.443634 0.00498741
998 0.000200601 0.604127 0.812669 -0.443634 0.00548036
999 0.0002002 0.604127 0.812669 -0.443634 0.0133625
1000 0.0001998 0.604127 0.812669 -0.443634 0.0032221
