n_block              T     sigma             mu            <H>         H_err
923 0.00108342 0.592797 0.813371 -0.440412 0.00135608
924 0.00108225 0.593342 0.812801 -0.442584 0.00121172
925 0.00108108 0.593342 0.812801 -0.442584 0.0012693
926 0.00107991 0.593303 0.812306 -0.438605 0.00144705
927 0.00107875 0.592786 0.812909 -0.440515 0.00141476
928 0.00107759 0.592786 0.812909 -0.440515 0.00138983
929 0.00107643 0.592938 0.812558 -0.438641 0.001299
930 0.00107527 0.592938 0.812558 -0.438641 0.00139395
931 0.00107411 0.591839 0.812568 -0.439215 0.00124906
932 0.00107296 0.591839 0.812568 -0.439215 0.00124332
933 0.00107181 0.592555 0.813754 -0.441071 0.00136942
934 0.00107066 0.592507 0.814014 -0.440869 0.00141533
935 0.00106952 0.592507 0.814014 -0.440869 0.00126765
936 0.00106838 0.59159 0.813786 -0.440474 0.00138775
937 0.00106724 0.59159 0.813786 -0.440474 0.00133615
938 0.0010661 0.59159 0.813786 -0.440474 0.0014168
939 0.00106496 0.59159 0.813786 -0.440474 0.00141842
940 0.00106383 0.59159 0.813786 -0.440474 0.00129047
941 0.0010627 0.59159 0.813786 -0.440474 0.00130032
942 0.00106157 0.59159 0.813786 -0.440474 0.00145971
943 0.00106045 0.591449 0.815257 -0.441249 0.00128408
944 0.00105932 0.591623 0.814956 -0.440232 0.00147586
945 0.0010582 0.591623 0.814956 -0.440232 0.00151453
946 0.00105708 0.592015 0.814699 -0.440213 0.00144173
947 0.00105597 0.592076 0.815069 -0.440516 0.0013505
948 0.00105485 0.592482 0.814464 -0.437821 0.00137918
949 0.00105374 0.59138 0.814742 -0.438561 0.00128452
950 0.00105263 0.591915 0.815617 -0.439265 0.00143549
951 0.00105152 0.592152 0.815795 -0.439016 0.00120214
952 0.00105042 0.59182 0.814648 -0.438847 0.0013825
953 0.00104932 0.591264 0.815068 -0.439381 0.00135179
954 0.00104822 0.591264 0.815068 -0.439381 0.00127306
955 0.00104712 0.591264 0.815068 -0.439381 0.00129627
956 0.00104603 0.591485 0.81511 -0.438733 0.0011271
957 0.00104493 0.590963 0.815966 -0.438369 0.00131668
958 0.00104384 0.590963 0.815966 -0.438369 0.00134899
959 0.00104275 0.590963 0.815966 -0.438369 0.00141043
960 0.00104167 0.590963 0.815966 -0.438369 0.00147685
961 0.00104058 0.590963 0.815966 -0.438369 0.00140716
962 0.0010395 0.592074 0.816136 -0.437729 0.00163154
963 0.00103842 0.591461 0.816437 -0.437615 0.00137035
964 0.00103734 0.591461 0.816437 -0.437615 0.00137831
965 0.00103627 0.590824 0.816248 -0.438731 0.00125795
966 0.0010352 0.590824 0.816248 -0.438731 0.00137693
967 0.00103413 0.590824 0.816248 -0.438731 0.00122852
968 0.00103306 0.591188 0.816344 -0.43909 0.00139645
969 0.00103199 0.591628 0.816644 -0.439179 0.00142239
970 0.00103093 0.590615 0.816384 -0.439528 0.00133253
971 0.00102987 0.590615 0.816384 -0.439528 0.00152839
972 0.00102881 0.591065 0.816431 -0.439346 0.00154464
973 0.00102775 0.590845 0.816124 -0.438951 0.00170814
974 0.00102669 0.590874 0.81519 -0.439598 0.0014044
975 0.00102564 0.590874 0.81519 -0.439598 0.00134818
976 0.00102459 0.590874 0.81519 -0.439598 0.0014327
977 0.00102354 0.590704 0.815947 -0.438997 0.00131038
978 0.00102249 0.590704 0.815947 -0.438997 0.00128146
979 0.00102145 0.589925 0.816848 -0.438499 0.00124608
980 0.00102041 0.590096 0.816861 -0.439606 0.00128784
981 0.00101937 0.590096 0.816861 -0.439606 0.00139633
982 0.00101833 0.590096 0.816861 -0.439606 0.00133673
983 0.00101729 0.589646 0.816878 -0.440699 0.0013844
984 0.00101626 0.589646 0.816878 -0.440699 0.00136241
985 0.00101523 0.589646 0.816878 -0.440699 0.00130551
986 0.0010142 0.589646 0.816878 -0.440699 0.00128623
987 0.00101317 0.589646 0.816878 -0.440699 0.00140911
988 0.00101215 0.589646 0.816878 -0.440699 0.00135151
989 0.00101112 0.589646 0.816878 -0.440699 0.00143342
990 0.0010101 0.589646 0.816878 -0.440699 0.00150358
991 0.00100908 0.589267 0.817356 -0.440388 0.00119898
992 0.00100806 0.589267 0.817356 -0.440388 0.00131224
993 0.00100705 0.589267 0.817356 -0.440388 0.001244
994 0.00100604 0.589267 0.817356 -0.440388 0.00151152
995 0.00100503 0.589267 0.817356 -0.440388 0.00129559
996 0.00100402 0.589267 0.817356 -0.440388 0.0013962
997 0.00100301 0.589267 0.817356 -0.440388 0.00136488
998 0.001002 0.589267 0.817356 -0.440388 0.00157521
999 0.001001 0.589267 0.817356 -0.440388 0.00112879
1000 0.001 0.590118 0.81745 -0.438089 0.00126308
